Invoice Date,Invoice ID,Invoice Number,Invoice Status,Invoice Type,Customer Name,Customer ID,Branch ID,Branch Name,Place of Supply,GST Identification Number (GSTIN),Due Date,PurchaseOrder,Account,Product ID,Item Name,SKU,Item Desc,Quantity,Usage unit,Warehouse Name,Item Price,HSN/SAC,Sales Order Number,Item Tax %,Item Tax Amount,Item Type,Item Total,SubTotal,Total,Adjustment,Round Off,Billing Address,Billing City,Billing State,Billing Code,Shipping Address,Shipping City,Shipping State,Shipping Code,CF.Material Type,"CF.Driver, Vehicle & Helper Information"
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207844,DBH - Hot Chilli Garlic,,12 packets/box,2.00,pkt,Burgrill Warehouse: Delhi,105.60,2103,,12.000000,25.34,goods,211.20,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207679,DBH - Cheesy Dip/Cheese Dressing,,12 packets/case,4.00,pkt,Burgrill Warehouse: Delhi,180.00,2103,,12.000000,86.40,goods,720.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207449,DBH - Tomato Chilli Sause (Burgrill),,12 packets/case,5.00,pkt,Burgrill Warehouse: Delhi,63.60,2103,,12.000000,38.16,goods,318.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207996,DBH - Hot Sauce - Burgrill,,12 packets/box,2.00,pkt,Burgrill Warehouse: Delhi,191.00,2103,,12.000000,45.84,goods,382.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010209081,DBH - Kadhai Gravy,,,3.00,pcs,Burgrill Warehouse: Delhi,174.00,2103,,12.000000,62.64,goods,522.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207649,DBH -  Mayonnaise D'lite Eggless,,12 packets/case,4.00,pkt,Burgrill Warehouse: Delhi,84.00,2103,,12.000000,40.32,goods,336.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207724,DBH - Ranch Dressing (Burgrill),,12 packets/case,2.00,pkt,Burgrill Warehouse: Delhi,169.80,2103,,12.000000,40.75,goods,339.60,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010209011,DBH - Oregano Mayonnaise,,12 packets/box,1.00,pkt,Burgrill Warehouse: Delhi,180.00,2103,,12.000000,21.60,goods,180.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207419,DBH - Tandoori Mayo Dip (Burgrill) - 1kg,,12 packets/case,4.00,pkt,Burgrill Warehouse: Delhi,146.40,2103,,12.000000,70.27,goods,585.60,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
2021-02-01,87520000012571226,DBHFD/1145/20-21,Overdue,Invoice,"DBH - House Of Ak46 - Sector 46, Noida",87520000010423159,87520000009582927,Burgrill: Delhi,UP,09AALFH7301J1Z7,2021-02-01,,Delhi Bros W&L Sales,87520000010207664,DBH - Thousand Island Spread,,12 packets/box,2.00,pkt,Burgrill Warehouse: Delhi,138.00,2103,,12.000000,33.12,goods,276.00,15089.08,17442.00,0.00,-0.39,,,,,Shop no -22 Gaedenia Glory Sector -46 Noida,,,,Dry Goods,
