Invoice Date,Invoice ID,Invoice Number,Invoice Status,Invoice Type,Customer Name,Customer ID,Branch ID,Branch Name,Place of Supply,GST Identification Number (GSTIN),Due Date,PurchaseOrder,Account,Product ID,Item Name,SKU,Item Desc,Quantity,Usage unit,Warehouse Name,Item Price,HSN/SAC,Sales Order Number,Item Tax %,Item Tax Amount,Item Type,Item Total,SubTotal,Total,Adjustment,Round Off,Billing Address,Billing City,Billing State,Billing Code,Shipping Address,Shipping City,Shipping State,Shipping Code,CF.Material Type,"CF.Driver, Vehicle & Helper Information"
2020-12-03,87520000010202001,LIQSP000507,Overdue,Invoice,LB - Keventer Super milk products pvt ltd.,87520000010161325,87520000009432375,Adcount Liqui Branch,DL,,2020-12-03,,Liquii Beverages W&L Sales,87520000009436161,LB - Blueberry Blast,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,211.90,250.00,0.00,-0.04,,,,,,,,,Frozen Goods,
2020-12-03,87520000010202001,LIQSP000507,Overdue,Invoice,LB - Keventer Super milk products pvt ltd.,87520000010161325,87520000009432375,Adcount Liqui Branch,DL,,2020-12-03,,Liquii Beverages W&L Sales,87520000009436023,LB - Banana Honey,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,211.90,250.00,0.00,-0.04,,,,,,,,,Frozen Goods,
2020-12-03,87520000010202001,LIQSP000507,Overdue,Invoice,LB - Keventer Super milk products pvt ltd.,87520000010161325,87520000009432375,Adcount Liqui Branch,DL,,2020-12-03,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,211.90,250.00,0.00,-0.04,,,,,,,,,Frozen Goods,
2020-12-03,87520000010202001,LIQSP000507,Overdue,Invoice,LB - Keventer Super milk products pvt ltd.,87520000010161325,87520000009432375,Adcount Liqui Branch,DL,,2020-12-03,,Liquii Beverages W&L Sales,87520000009976045,LB - Red Mango,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,211.90,250.00,0.00,-0.04,,,,,,,,,Frozen Goods,
2020-12-03,87520000010202001,LIQSP000507,Overdue,Invoice,LB - Keventer Super milk products pvt ltd.,87520000010161325,87520000009432375,Adcount Liqui Branch,DL,,2020-12-03,,Liquii Beverages W&L Sales,87520000009436206,LB - Guava Granatte,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.66,goods,42.38,211.90,250.00,0.00,-0.04,,,,,,,,,Frozen Goods,
2020-12-04,87520000010210001,DC0071,Overdue,Invoice,"LB - MNK Retail House Pvt Ltd - Galleria, Gurugram",87520000010147206,87520000009432375,Adcount Liqui Branch,HR,,2020-12-31,,Liquii Beverages W&L Sales,87520000009436161,LB - Blueberry Blast,,,3.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,11.44,goods,63.57,254.28,300.00,0.00,-0.05,,,,,,,,,Frozen Goods,
2020-12-04,87520000010210001,DC0071,Overdue,Invoice,"LB - MNK Retail House Pvt Ltd - Galleria, Gurugram",87520000010147206,87520000009432375,Adcount Liqui Branch,HR,,2020-12-31,,Liquii Beverages W&L Sales,87520000009436023,LB - Banana Honey,,,3.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,11.44,goods,63.57,254.28,300.00,0.00,-0.05,,,,,,,,,Frozen Goods,
2020-12-04,87520000010210001,DC0071,Overdue,Invoice,"LB - MNK Retail House Pvt Ltd - Galleria, Gurugram",87520000010147206,87520000009432375,Adcount Liqui Branch,HR,,2020-12-31,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.63,goods,42.38,254.28,300.00,0.00,-0.05,,,,,,,,,Frozen Goods,
2020-12-04,87520000010210001,DC0071,Overdue,Invoice,"LB - MNK Retail House Pvt Ltd - Galleria, Gurugram",87520000010147206,87520000009432375,Adcount Liqui Branch,HR,,2020-12-31,,Liquii Beverages W&L Sales,87520000009976045,LB - Red Mango,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.63,goods,42.38,254.28,300.00,0.00,-0.05,,,,,,,,,Frozen Goods,
2020-12-04,87520000010210001,DC0071,Overdue,Invoice,"LB - MNK Retail House Pvt Ltd - Galleria, Gurugram",87520000010147206,87520000009432375,Adcount Liqui Branch,HR,,2020-12-31,,Liquii Beverages W&L Sales,87520000009436206,LB - Guava Granatte,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.63,goods,42.38,254.28,300.00,0.00,-0.05,,,,,,,,,Frozen Goods,
