Invoice Date,Invoice ID,Invoice Number,Invoice Status,Invoice Type,Customer Name,Customer ID,Branch ID,Branch Name,Place of Supply,GST Identification Number (GSTIN),Due Date,PurchaseOrder,Account,Product ID,Item Name,SKU,Item Desc,Quantity,Usage unit,Warehouse Name,Item Price,HSN/SAC,Sales Order Number,Item Tax %,Item Tax Amount,Item Type,Item Total,SubTotal,Total,Adjustment,Round Off,Billing Address,Billing City,Billing State,Billing Code,Shipping Address,Shipping City,Shipping State,Shipping Code,CF.Material Type,"CF.Driver, Vehicle & Helper Information"
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Sales,87520000010345188,DBH - Peach Black Ice Tea,,,60.00,box,Burgrill Warehouse: Delhi,29.40,21012090,,18.000000,317.52,goods,1764.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207466,DBH - Jalapeno Sliced - Neo - 3kg,,6 cans/case,2.00,can,Burgrill Warehouse: Delhi,265.00,20019000,,12.000000,63.60,goods,530.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207649,DBH -  Mayonnaise D'lite Eggless,,12 packets/case,5.00,pkt,Burgrill Warehouse: Delhi,84.00,2103,,12.000000,50.40,goods,420.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207739,DBH - Mint Mayonnaise,,12 packets/box,6.00,pkt,Burgrill Warehouse: Delhi,170.94,2103,,12.000000,123.08,goods,1025.64,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207093,DBH - Mojito Syrup - 750ml,,,3.00,pcs,Burgrill Warehouse: Delhi,348.00,2106,,18.000000,187.92,goods,1044.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207236,DBH - TC - Strawberry Crush - 1litre,,,2.00,pcs,Burgrill Warehouse: Delhi,219.00,20089919,,12.000000,52.56,goods,438.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207419,DBH - Tandoori Mayo Dip (Burgrill) - 1kg,,12 packets/case,6.00,pkt,Burgrill Warehouse: Delhi,146.40,2103,,12.000000,105.41,goods,878.40,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207174,DBH - Paper - Green,,,5.00,kg,Burgrill Warehouse: Delhi,266.00,4810,,12.000000,159.59,goods,1330.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Delhi Bros W&L Sales,87520000010207078,DBH - Frappe Mix Powder - 1kg,,,1.00,pcs,Burgrill Warehouse: Delhi,450.00,0402,,5.000000,22.50,goods,450.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
2021-03-01,87520000014316001,DBHFD/1303/20-21,Overdue,Invoice,"DBH - Baba Shri Chand Ji Associates - Gurdaspur, Punjab",87520000010432904,87520000009582927,Burgrill: Delhi,PB,,2021-03-01,,Sales,87520000010319358,DBH - Gloves Disposable (POLY),,,10.00,pkt,Burgrill Warehouse: Delhi,36.00,3926,,18.000000,64.80,goods,360.00,8990.04,10272.00,0.00,-0.42,,,,,"G.T.Road, Opp P S Garden",Gurdaspur,Punjab,143521,Dry Goods,
