Invoice Date,Invoice ID,Invoice Number,Invoice Status,Invoice Type,Customer Name,Customer ID,Branch ID,Branch Name,Place of Supply,GST Identification Number (GSTIN),Due Date,PurchaseOrder,Account,Product ID,Item Name,SKU,Item Desc,Quantity,Usage unit,Warehouse Name,Item Price,HSN/SAC,Sales Order Number,Item Tax %,Item Tax Amount,Item Type,Item Total,SubTotal,Total,Adjustment,Round Off,Billing Address,Billing City,Billing State,Billing Code,Shipping Address,Shipping City,Shipping State,Shipping Code,CF.Material Type,"CF.Driver, Vehicle & Helper Information"
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207679,DBH - Cheese Dressing / Cheese Dip,,"Cheese Dressing : 1 KG/ Packet, 12 packets/case",5.00,pkt,Burgrill Warehouse: Delhi,180.00,210390,,12.000000,108.00,goods,900.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207679,DBH - Cheese Dressing / Cheese Dip,,"Cheese Dressing : 1 KG/ Packet, 12 packets/case",5.00,pkt,Burgrill Warehouse: Delhi,180.00,210390,,12.000000,108.00,goods,900.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207449,DBH - Tom Chilli Sause (Burgrill),,"Tom Chilli Sauce : 1 KG/ Packet, 12 packets/case",6.00,pkt,Burgrill Warehouse: Delhi,63.60,210390,,12.000000,45.79,goods,381.60,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207434,DBH - Chipotle Dressing - 1kg,,"Chipotle Dressing: 1KG/Packet,12 packets/case",5.00,pkt,Burgrill Warehouse: Delhi,175.00,210390,,12.000000,105.00,goods,875.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207466,DBH - Jalapeno Sliced - Neo - 3kg,,"Jalapeno : 3KG/ Can, 6 Cans/case",1.00,can,Burgrill Warehouse: Delhi,265.00,200190,,12.000000,31.80,goods,265.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207649,DBH -  Mayonnaise D'lite Eggless,,"Eggless Mayo :1 kg/ Packet,12 packets/case",7.00,pkt,Burgrill Warehouse: Delhi,84.00,210390,,12.000000,70.56,goods,588.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207649,DBH -  Mayonnaise D'lite Eggless,,"Eggless Mayo :1 kg/ Packet,12 packets/case",7.00,pkt,Burgrill Warehouse: Delhi,84.00,210390,,12.000000,70.56,goods,588.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207236,DBH - TC - Strawberry Crush - 1litre,,"Srawberry Syrup: 1 Ltr / Bottle, 6 Bottle/ Case ",2.00,pcs,Burgrill Warehouse: Delhi,219.00,200899,,12.000000,52.56,goods,438.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207419,DBH - Tandoori Mayo Dip (Burgrill) - 1kg,,"Tandoori Mayo Dip : 1kg/Packet,
12 Packets/ Case",18.00,pkt,Burgrill Warehouse: Delhi,146.40,210390,,12.000000,316.22,goods,2635.20,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
2021-04-01,87520000014761081,DBHFD/4/21-22,Overdue,Invoice,"DBH - Ad Foods - Village Bundala, Amritsar",87520000010381003,87520000009582927,Burgrill: Delhi,PB,03ABRFA4751C1ZP,2021-04-01,,Delhi Bros W&L Sales,87520000010207664,DBH - Thousand Island Spread,,"Thousand Insland : 1KG/ Packet,12 packets/Case",6.00,pkt,Burgrill Warehouse: Delhi,138.00,210390,,12.000000,99.37,goods,828.00,11164.80,12643.00,0.00,0.18,"AD Foods
Village Bundala-1, 138 Ground Floor Highway
AD Foods Tehsil Jandiala Guru Amritsar
Amritsar Punjab- 143001",Amritsar,Punjab,,,,,,Dry Goods,
